,소관,회계,계정,분야,부문,프로그램,단위사업,세부사업,연도,최종예산
349,환경부,영산강・섬진강수계관리기금,,환경,상하수도・수질,4대강유역관리,기타수질개선지원(영산강),생태하천 복원사업,2016,2100000000.0
350,환경부,영산강・섬진강수계관리기금,,환경,상하수도・수질,4대강유역관리,영산강수계주민지원사업,주민지원사업평가 및 DB지원,2016,726000000.0
351,환경부,지역발전특별회계,제주특별자치도계정,환경,상하수도・수질,수질보전 및 관리,수질개선기반구축,생태하천복원사업(제주),2016,2803000000.0
352,환경부,환경개선특별회계,,환경,폐기물,자원순환기반 구축,폐기물의 안정적 처리,폐기물유해성평가관리체계선진화,2016,1093000000.0
353,환경부,지역발전특별회계,제주특별자치도계정,환경,상하수도・수질,상하수 및 토양지하수 관리,상수도시설 확충 및 관리(제주),상수도시설확충및관리(제주),2016,16799000000.0
354,환경부,환경개선특별회계,,환경,상하수도・수질,수질보전 및 관리,기타 오염원 관리,비점오염저감사업,2016,67623000000.0
355,환경부,영산강・섬진강수계관리기금,,환경,환경일반,환경행정 지원,기금운영비(영산강섬진강수계관리기금),운영경비,2016,181000000.0
356,환경부,영산강・섬진강수계관리기금,,환경,상하수도・수질,4대강유역관리,환경기초시설(영산강),환경기초시설 설치,2016,23492000000.0
357,환경부,지역발전특별회계,세종특별자치시계정,환경,상하수도・수질,상하수 및 토양지하수 관리,상수도시설확충및관리,상수도시설확충및관리(세종),2016,11023000000.0
358,환경부,환경개선특별회계,,환경,상하수도・수질,수질보전 및 관리,수질개선기반구축,물환경조사연구,2016,2357000000.0
359,환경부,영산강・섬진강수계관리기금,,환경,상하수도・수질,4대강유역관리,기타수질개선지원(영산강),비점오염 저감사업,2016,1737000000.0
360,환경부,지역발전특별회계,제주특별자치도계정,환경,자연,"자연환경, 생물자원 보전",자연환경 보전 및 관리(제주),자연환경 보전 및 관리(제주),2016,6620000000.0
361,환경부,영산강・섬진강수계관리기금,,환경,상하수도・수질,4대강유역관리,영산강수계주민지원사업,관리청별 주민지원,2016,13854000000.0
362,환경부,금강수계관리기금,,환경,상하수도・수질,4대강유역관리,기타수질개선지원(금강),비점오염 저감사업,2016,1517000000.0
363,환경부,지역발전특별회계,제주특별자치도계정,환경,환경일반,환경행정 지원,제주 이관업무 지원,제주환경업무지원(제주),2016,150000000.0
364,환경부,낙동강수계관리기금,,환경,환경일반,환경행정 지원,기금운영비(낙동강수계관리기금),징수비용 보전,2017,3172000000.0
365,환경부,낙동강수계관리기금,,환경,상하수도・수질,4대강유역관리,오염총량관리(낙동강),오염총량관리,2017,2798000000.0
366,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경기술개발(환특),미래유망녹색환경기술산업화촉진(R&D),2017,3818000000.0
367,환경부,영산강・섬진강수계관리기금,,환경,상하수도・수질,4대강유역관리,환경기초시설(영산강),환경기초시설 설치,2017,23238000000.0
368,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생물자원 전시 및 연구,생물자원발굴 및 분류 연구(R&D),2017,12526000000.0
369,환경부,영산강・섬진강수계관리기금,,환경,상하수도・수질,여유자금운용,여유자금운용(영산강섬진강수계관리기금),통화금융기관예치,2017,140743000.0
370,환경부,환경개선특별회계,,환경,상하수도・수질,수질보전 및 관리,산업폐수 관리,공단폐수처리시설,2017,133600000000.0
371,환경부,영산강・섬진강수계관리기금,,환경,상하수도・수질,4대강유역관리,기타수질개선지원(영산강),수질보전활동 지원,2017,645000000.0
372,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경산업 및 친환경제품보급기반구축,친환경제품보급촉진 및 환경표지제도 운영,2017,4172000000.0
373,환경부,환경개선특별회계,,환경,폐기물,자원순환기반 구축,폐기물처리 정보화,자원순환정보시스템구축(정보화),2017,729000000.0
374,환경부,낙동강수계관리기금,,환경,상하수도・수질,4대강유역관리,기타수질개선지원(낙동강),상수원관리지역관리사업,2017,2897000000.0
375,환경부,영산강・섬진강수계관리기금,,환경,상하수도・수질,4대강유역관리,기타수질개선지원(영산강),비점오염 저감사업,2017,2457400000.0
376,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생물자원 전시 및 연구,전시관 기획 및 운영,2017,1337000000.0
377,환경부,낙동강수계관리기금,,환경,상하수도・수질,4대강유역관리,기타수질개선지원(낙동강),비점오염저감사업,2017,930000000.0
378,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,출연사업,한국환경공단 출연,2017,95948000000.0
379,환경부,환경개선특별회계,,환경,폐기물,자원순환기반 구축,재활용 및 처리시설 설치,폐기물처리시설 확충,2017,149614000000.0
380,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경정책연구개발,환경정책연구개발사업(R&D),2017,1850000000.0
381,환경부,환경개선특별회계,,환경,대기,기후변화대응 및 대기보전,자동차배출가스 관리,자동차연료환경성평가,2017,567000000.0
382,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경친화적경제사회기반조성,환경교육강화,2017,11040000000.0
383,환경부,낙동강수계관리기금,,환경,상하수도・수질,4대강유역관리,기타수질개선지원(낙동강),환경기초조사연구,2017,3295000000.0
384,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경친화적경제사회기반조성,친환경 경제사회 기반구축,2017,4729000000.0
385,환경부,낙동강수계관리기금,,환경,상하수도・수질,4대강유역관리,기타수질개선지원(낙동강),정수비용지원,2017,101000000.0
386,환경부,환경개선특별회계,,환경,대기,기후변화대응 및 대기보전,대기오염물질 관리(환특),대기유해물질관리,2017,3662000000.0
387,환경부,영산강・섬진강수계관리기금,,환경,환경일반,환경행정 지원,기금운영비(영산강섬진강수계관리기금),징수비용 보전,2017,1270000000.0
388,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생물자원 전시 및 연구,야생동물첨단연구사업(R&D),2017,925000000.0
389,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",국토환경관리,국토환경관리,2017,4391000000.0
390,환경부,환경개선특별회계,,환경,상하수도・수질,수질보전 및 관리,수질개선기반구축,새만금사업환경대책,2017,30139000000.0
391,환경부,낙동강수계관리기금,,환경,상하수도・수질,4대강유역관리,기타수질개선지원(낙동강),완충저류시설 운영지원,2017,3115000000.0
392,환경부,환경개선특별회계,,환경,대기,기후변화대응 및 대기보전,저공해자동차 보급,천연가스자동차보급 기타 민간융자금(융자),2017,4900000000.0
393,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",출연사업(자연),국립생태원 출연,2017,40930000000.0
394,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경친화적경제사회기반조성,친환경지속가능도시 조성사업,2017,2000000000.0
395,환경부,낙동강수계관리기금,,환경,상하수도・수질,4대강유역관리,오염총량관리(낙동강),오염총량관리조사연구,2017,3159000000.0
396,환경부,영산강・섬진강수계관리기금,,환경,환경일반,환경행정 지원,기금운영비(영산강섬진강수계관리기금),운영경비,2017,276000000.0
397,환경부,낙동강수계관리기금,,환경,상하수도・수질,4대강유역관리,기타수질개선지원(낙동강),수질보전활동지원,2017,1374000000.0
398,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생태계보전・복원,습지보전관리,2017,7858000000.0
399,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생물자원 보전・관리,생물자원보전 종합대책,2017,8056000000.0
400,환경부,영산강・섬진강수계관리기금,,환경,상하수도・수질,4대강유역관리,기타수질개선지원(영산강),물사랑배움터 운영,2017,298000000.0
401,환경부,환경개선특별회계,,환경,폐기물,자원순환기반 구축,폐기물처리 정보화,폐기물부담금부과관리시스템구축(정보화),2017,988000000.0
402,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),생물자원관기본경비(총액인건비대상),2017,175000000.0
403,환경부,낙동강수계관리기금,,환경,상하수도・수질,4대강유역관리,기타수질개선지원(낙동강),하천하구쓰레기 정화사업,2017,1070000000.0
404,환경부,환경개선특별회계,,환경,상하수도・수질,수질보전 및 관리,기타 오염원 관리,가축분뇨공공처리시설 설치,2017,56588000000.0
405,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생물자원 전시 및 연구,국립생물자원관운영,2017,9989000000.0
406,환경부,금강수계관리기금,,환경,상하수도・수질,4대강유역관리,오염총량관리(금강),오염총량관리사업,2017,3044000000.0
407,환경부,환경개선특별회계,,환경,상하수도・수질,수질보전 및 관리,수질개선기반구축,수질 및 수생태계 측정조사,2017,38247000000.0
408,환경부,금강수계관리기금,,환경,상하수도・수질,4대강유역관리,오염총량관리(금강),오염총량관리조사연구,2017,2149000000.0
409,환경부,영산강・섬진강수계관리기금,,환경,상하수도・수질,4대강유역관리,주민지원사업(영산강),주민지원사업평가 및 DB지원,2017,724000000.0
410,환경부,환경개선특별회계,,환경,상하수도・수질,수질보전 및 관리,기타 오염원 관리,하천하구 쓰레기 정화사업,2017,9372000000.0
411,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경인력개발,환경측정분석사 제도운영,2017,1888000000.0
412,환경부,금강수계관리기금,,환경,상하수도・수질,4대강유역관리,기타수질개선지원(금강),환경기초조사연구,2017,2497000000.0
413,환경부,환경개선특별회계,,환경,상하수도・수질,상하수 및 토양지하수 관리,하수관거정비(환특),하수관거정비BTL사업임대료지급,2017,351536000000.0
414,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),기관운영기본경비,2017,3614000000.0
415,환경부,금강수계관리기금,,환경,상하수도・수질,4대강유역관리,기타수질개선지원(금강),수질보전활동지원,2017,961000000.0
416,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,생활환경관리,슬레이트관리 종합대책,2017,34125000000.0
417,환경부,환경개선특별회계,,환경,상하수도・수질,상하수 및 토양지하수 관리,하수처리시설 확충(환특),하수처리수재이용사업,2017,47122000000.0
418,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,환경분쟁조정활성화,환경피해평가방법 및 배상기준표준화,2017,540000000.0
419,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),생물자원관기본경비,2017,143000000.0
420,환경부,금강수계관리기금,,환경,환경일반,환경행정 지원,기금운영비(금강수계관리기금),징수비용보전,2017,1887000000.0
421,환경부,금강수계관리기금,,환경,상하수도・수질,4대강유역관리,기타수질개선지원(금강),비점오염 저감사업,2017,1931000000.0
422,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,환경정보화,환경분쟁조정정보화시스템운영(정보화),2017,53000000.0
423,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),기관운영기본경비(총액인건비대상),2017,2989000000.0
424,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,행정효율성 증진 및 능력개발,환경부 민원 콜센터 구축,2017,281000000.0
425,환경부,금강수계관리기금,,환경,상하수도・수질,여유자금운용,여유자금운용(금강수계관리기금),통화금융기관예치,2017,2242000.0
426,환경부,금강수계관리기금,,환경,환경일반,환경행정 지원,기금운영비(금강수계관리기금),운영경비,2017,356000000.0
427,환경부,금강수계관리기금,,환경,상하수도・수질,4대강유역관리,환경기초시설(금강),환경기초시설 설치,2017,35043758000.0
428,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,행정효율성 증진 및 능력개발,환경행정변화관리,2017,1422000000.0
429,환경부,영산강・섬진강수계관리기금,,환경,상하수도・수질,4대강유역관리,주민지원사업(영산강),관리청별 주민지원,2017,13915257000.0
430,환경부,영산강・섬진강수계관리기금,,환경,상하수도・수질,4대강유역관리,기타수질개선지원(영산강),생태하천 복원사업,2017,4410000000.0
431,환경부,영산강・섬진강수계관리기금,,환경,상하수도・수질,4대강유역관리,환경기초시설(영산강),환경기초시설 운영,2017,3435000000.0
432,환경부,금강수계관리기금,,환경,상하수도・수질,4대강유역관리,기타수질개선지원(금강),상수원관리지역관리,2017,2021000000.0
433,환경부,낙동강수계관리기금,,환경,환경일반,환경행정 지원,기금운영비(낙동강수계관리기금),운영경비,2017,446000000.0
434,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생물자원 전시 및 연구,고유생물주권확보,2017,2309000000.0
435,환경부,영산강・섬진강수계관리기금,,환경,상하수도・수질,4대강유역관리,기타수질개선지원(영산강),환경기초조사연구,2017,2416000000.0
436,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생물자원 전시 및 연구,야생생물 유전자원 활용지원기반 구축,2017,9178000000.0
437,환경부,환경개선특별회계,,환경,상하수도・수질,상하수 및 토양지하수 관리,하수처리시설 확충(환특),하수처리장 확충,2017,253701000000.0
438,환경부,낙동강수계관리기금,,환경,상하수도・수질,4대강유역관리,기타수질개선지원(낙동강),낙동강발원지물길복원사업,2017,1381000000.0
439,환경부,환경개선특별회계,,환경,상하수도・수질,상하수 및 토양지하수 관리,하수처리시설 확충(환특),농어촌마을하수도정비,2017,341893000000.0
440,환경부,영산강・섬진강수계관리기금,,환경,상하수도・수질,4대강유역관리,오염총량관리(영산강),오염총량관리조사연구,2017,2070000000.0
441,환경부,환경개선특별회계,,환경,상하수도・수질,상하수 및 토양지하수 관리,토양 지하수 관리,"구, 장항제련소주변 오염토양정화대책",2017,17844000000.0
442,환경부,영산강・섬진강수계관리기금,,환경,상하수도・수질,4대강유역관리,오염총량관리(영산강),오염총량관리사업,2017,1544000000.0
443,환경부,환경개선특별회계,,환경,상하수도・수질,상하수 및 토양지하수 관리,식수원 개발 관리,물산업기반구축,2017,2658000000.0
444,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생물자원 전시 및 연구,한반도 생물다양성 보전관리 기반구축,2017,598000000.0
445,환경부,금강수계관리기금,,환경,상하수도・수질,4대강유역관리,주민지원사업(금강),관리청별주민지원,2017,19005000000.0
446,환경부,금강수계관리기금,,환경,상하수도・수질,4대강유역관리,주민지원사업(금강),주민지원사업평가및DB지원,2017,502000000.0
447,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,과학원 운영,물환경연구소기반시설확충 및 운영(R&D),2017,1769000000.0
448,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,과학원 운영,종합연구단지 청사운영(R&D),2017,7034000000.0
449,환경부,금강수계관리기금,,환경,상하수도・수질,4대강유역관리,환경기초시설(금강),환경기초시설운영,2017,23222000000.0
450,환경부,영산강・섬진강수계관리기금,,환경,상하수도・수질,4대강유역관리,토지매수및수변구역관리(영산강),수변녹지조성관리사업,2017,8832000000.0
451,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,생활환경관리,지하역사공기질 개선대책,2017,8303000000.0
452,환경부,금강수계관리기금,,환경,상하수도・수질,4대강유역관리,토지매수및수변구역관리(금강),토지등의매수,2017,18906000000.0
453,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,생활환경관리,생활공해관리,2017,9143000000.0
454,환경부,영산강・섬진강수계관리기금,,환경,상하수도・수질,4대강유역관리,토지매수및수변구역관리(영산강),토지등의 매수,2017,21405600000.0
455,환경부,금강수계관리기금,,환경,상하수도・수질,4대강유역관리,토지매수및수변구역관리(금강),수변녹지조성관리사업,2017,4361000000.0
456,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경산업 및 친환경제품보급기반구축,환경산업육성융자(융자),2017,2571000000.0
457,환경부,영산강・섬진강수계관리기금,,환경,상하수도・수질,4대강유역관리,기타수질개선지원(영산강),상수원관리지역관리,2017,2361000000.0
458,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경산업 및 친환경제품보급기반구축,환경개선자금(융자),2017,3682000000.0
459,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경산업 및 친환경제품보급기반구축,환경산업수출기반 육성지원,2017,15572000000.0
460,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,행정효율성 증진 및 능력개발,사회서비스분야 인력경비,2017,467000000.0
461,환경부,지역발전특별회계,제주특별자치도계정,환경,환경일반,환경행정 지원,제주 이관업무 지원,제주환경업무지원(제주),2017,159000000.0
462,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(소속기관),화학물질안전원기본경비(총액인건비대상),2017,251000000.0
463,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(소속기관),화학물질안전원기본경비,2017,508000000.0
464,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(과학원),과학원기본경비(총액인건비대상)(R&D),2017,522000000.0
465,환경부,지역발전특별회계,제주특별자치도계정,환경,자연,"자연환경, 생물자원 보전",자연환경 보전 및 관리(제주),자연환경 보전 및 관리(제주),2017,9740000000.0
466,환경부,지역발전특별회계,제주특별자치도계정,환경,폐기물,자원순환기반 구축,폐기물처리시설 확충(제주),폐기물처리시설 확충(제주),2017,1750000000.0
467,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,인건비(책임운영기관),인건비(국립생물자원관),2017,8109111000.0
468,환경부,환경개선특별회계,,환경,대기,기후변화대응 및 대기보전,대기오염물질 관리(환특),한-중 공동 미세먼지 저감 환경기술 실증 협력사업,2017,10000000000.0
469,환경부,지역발전특별회계,제주특별자치도계정,환경,상하수도・수질,상하수 및 토양지하수 관리,하수도시설 확충 및 관리(제주),하수도시설 확충 및 관리(제주),2017,3000000000.0
470,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경기술개발(환특),화학사고 대응 환경기술 개발사업(R&D),2017,14350000000.0
471,환경부,지역발전특별회계,경제발전계정,환경,자연,"자연환경, 생물자원 보전",생태계보전(경제),국립호남권생물자원관 건립,2017,7929000000.0
472,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경기술개발(환특),환경기술 수요발굴 성과활용(R&D),2017,3000000000.0
473,환경부,지역발전특별회계,경제발전계정,환경,자연,"자연환경, 생물자원 보전",생태계보전(경제),생태휴식공간 확대,2017,9670000000.0
474,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,수입대체경비(화학물질안전원),화학물질 안전교육 수입대체경비,2017,221000000.0
475,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생물자원 전시 및 연구,환경생물산업 소재 발굴,2017,3493000000.0
476,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,청사확보 및 시설개선,화학물질안전 교육훈련장 운영기반 조성,2017,7086000000.0
477,환경부,지역발전특별회계,제주특별자치도계정,환경,상하수도・수질,상하수 및 토양지하수 관리,상수도시설 확충 및 관리(제주),상수도시설확충및관리(제주),2017,17896000000.0
478,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,유해화학물질 관리,"화학물질 취급 안전관리, 지원",2017,6736000000.0
479,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생물자원 보전・관리,국립야생동물보건연구원 건립,2017,6355000000.0
480,환경부,석면피해구제기금,,환경,환경일반,환경보전기반육성,유해화학물질관리,피해신고센터운영,2017,1098000000.0
481,환경부,석면피해구제기금,,환경,환경일반,환경보전기반육성,유해화학물질관리,석면피해구제급여,2017,13659000000.0
482,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",자연자원의 보전 및 현명한 이용,야생생물자원 이용기반 구축,2017,697000000.0
483,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경친화적경제사회기반조성,환경오염시설 허가체계 선진화사업,2017,2511000000.0
484,환경부,지역발전특별회계,세종특별자치시계정,환경,자연,"자연환경, 생물자원 보전",자연환경 보전 및 관리(세종),자연환경 보전 및 관리(세종),2017,3521000000.0
485,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,인건비(본부),인건비,2017,55101861000.0
486,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경기술개발(환특),글로벌탑환경기술개발사업(R&D),2017,61689000000.0
487,환경부,지역발전특별회계,세종특별자치시계정,환경,상하수도・수질,상하수 및 토양지하수 관리,하수처리시설확충,농어촌마을하수도정비(세종),2017,2955000000.0
488,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경기술개발(환특),환경정책기반공공기술개발사업(R&D),2017,20253000000.0
489,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경산업 및 친환경제품보급기반구축,환경산업육성 지원인력 인프라 구축,2017,1552000000.0
490,환경부,지역발전특별회계,세종특별자치시계정,환경,상하수도・수질,상하수 및 토양지하수 관리,하수관거,하수관거정비(세종),2017,17820000000.0
491,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경보건정책 추진,가습기살균제 피해자 지원,2017,20125000000.0
492,환경부,지역발전특별회계,세종특별자치시계정,환경,상하수도・수질,상하수 및 토양지하수 관리,상수도시설확충및관리,상수도시설확충및관리(세종),2017,7782000000.0
493,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경기술개발(환특),환경산업선진화기술개발사업(R&D),2017,22011000000.0
494,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생태계보전・복원,생태계보전협력금반환금,2017,9400000000.0
495,환경부,지역발전특별회계,경제발전계정,환경,상하수도・수질,상하수 및 토양지하수 관리,고도정수처리시설설치,고도정수처리시설설치,2017,8568000000.0
496,환경부,환경개선특별회계,,환경,상하수도・수질,수질보전 및 관리,수질개선기반구축,공공수역 녹조발생 대응,2017,21368000000.0
497,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,국제환경협력,국제환경협력 분담금(ODA),2017,2495000000.0
498,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,청사확보 및 시설개선,환경 청・관사 관리,2017,18112000000.0
499,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,국제환경협력,생태계보전 국제협력 강화,2017,1936000000.0
500,환경부,환경개선특별회계,,환경,상하수도・수질,상하수 및 토양지하수 관리,토양 지하수 관리,토양환경보전대책,2017,13729000000.0
501,환경부,환경개선특별회계,,환경,폐기물,자원순환기반 구축,폐기물의 안정적 처리,위해우려 매립시설 오염확산방지 및 및 안정화,2017,500000000.0
502,환경부,환경개선특별회계,,환경,대기,기후변화대응 및 대기보전,수도권 및 수도권외 대기개선,대기개선 추진대책,2017,165924000000.0
503,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),환경보건정책관실기본경비,2017,100000000.0
504,환경부,환경개선특별회계,,환경,대기,기후변화대응 및 대기보전,수도권 및 수도권외 대기개선,수소연료전지차 보급사업,2017,18575000000.0
505,환경부,환경개선특별회계,,환경,대기,기후변화대응 및 대기보전,기후변화협약대응,국가전략프로젝트(R&D)(환경부),2017,5700000000.0
506,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",출연사업(자연),국립공원관리공단출연,2017,156167000000.0
507,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,국제환경협력,국제환경협력 및 지구보전,2017,1796000000.0
508,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생물자원 보전・관리,생물다양성위협외래생물관리기술개발사업(R&D)(환경부),2017,2000000000.0
509,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",자연자원의 보전 및 현명한 이용,생태관광자원 이용기반,2017,16420000000.0
510,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경기술개발(환특),국민위해인자에 대응한 기체분자 식별분석기술 개발(R&D)(환경부),2017,495000000.0
511,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,국제환경협력,지속가능발전 협력체계 구축,2017,2626000000.0
512,환경부,환경개선특별회계,,환경,상하수도・수질,상하수 및 토양지하수 관리,하수도차입금상환,하수도융자원리금상환,2017,28957000000.0
513,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경정책 및 연구정보화,화학물질 안전관리 행정시스템 구축・운영(정보화),2017,605000000.0
514,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,출연사업,한국환경산업기술원 출연,2017,43532000000.0
515,환경부,지역발전특별회계,경제발전계정,환경,환경일반,환경보전기반육성,환경기술개발(지특),녹색환경지원센터운영,2017,5726000000.0
516,환경부,환경개선특별회계,,환경,폐기물,자원순환기반 구축,폐기물의 안정적 처리,재활용환경성평가 관리체계 구축,2017,1958000000.0
517,환경부,환경개선특별회계,,환경,폐기물,자원순환기반 구축,폐기물처리 정보화,폐기물 직매립 제로화 관리시스템 구축운영(정보화),2017,1255000000.0
518,환경부,지역발전특별회계,생활기반계정,환경,상하수도・수질,상하수 및 토양지하수 관리,상수도시설확충 및 관리,노후상수도정비(생활),2017,51206000000.0
519,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,유해화학물질 관리,화학사고 사전예방 제도 운영,2017,717000000.0
520,환경부,지역발전특별회계,생활기반계정,환경,상하수도・수질,상하수 및 토양지하수 관리,상수도시설확충 및 관리,소규모 수도시설 개량(생활),2017,47342000000.0
521,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),환경정책실기본경비,2017,701000000.0
522,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,유해화학물질 관리,화학안전 체계개선 사업,2017,1250000000.0
523,환경부,지역발전특별회계,생활기반계정,환경,상하수도・수질,수질보전 및 관리,수질개선기반구축,생태하천복원사업(생활),2017,255059000000.0
524,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경시험연구,국립환경과학원연구사업(R&D),2017,41244000000.0
525,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경시험연구,국가환경위성센터건립및운영(R&D),2017,10584000000.0
526,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),환경정책실기본경비(총액인건비대상),2017,129000000.0
527,환경부,지역발전특별회계,생활기반계정,환경,자연,"자연환경, 생물자원 보전",자연환경 보전 및 관리,자연환경보전 및 관리(생활),2017,46327000000.0
528,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),환경보건정책관실기본경비(총액인건비대상),2017,60000000.0
529,환경부,지역발전특별회계,생활기반계정,환경,상하수도・수질,상하수 및 토양지하수 관리,상수도시설확충 및 관리,상수도시설 확충 및 관리(생활),2017,313590000000.0
530,환경부,석면피해구제기금,,환경,환경일반,환경행정 지원,기금운영비(석면피해구제기금),인건비,2017,698000000.0
531,환경부,환경개선특별회계,,환경,폐기물,자원순환기반 구축,재활용 및 처리시설 설치,분리배출 취약지역 배출환경 개선사업,2017,1382000000.0
532,환경부,석면피해구제기금,,환경,환경일반,환경행정 지원,기금운영비(석면피해구제기금),기타운영비,2017,842000000.0
533,환경부,한강수계관리기금,,환경,상하수도・수질,4대강유역관리,기타 수질개선지원(한강),정수비용지원,2017,1892000000.0
534,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생태계보전・복원,생물권 보전지역 운영 및 지원,2017,159000000.0
535,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생물자원 보전・관리,국립 멸종위기종 복원센터 건립운영,2017,17965000000.0
536,환경부,한강수계관리기금,,환경,상하수도・수질,4대강유역관리,환경기초시설(한강),수질자동측정감시장치 설치,2017,331000000.0
537,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생물자원 보전・관리,생물다양성협약 대응,2017,1813000000.0
538,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경산업 및 친환경제품보급기반구축,미래환경산업 투자펀드,2017,20000000000.0
539,환경부,환경개선특별회계,,환경,대기,기후변화대응 및 대기보전,기후변화협약대응,기후변화대응환경기술개발(R&D),2017,7353000000.0
540,환경부,한강수계관리기금,,환경,환경일반,환경행정 지원,기금운영비(한강수계관리기금),운영경비,2017,954000000.0
541,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경산업 및 친환경제품보급기반구축,환경산업 실증연구단지 조성,2017,7604000000.0
542,환경부,한강수계관리기금,,환경,환경일반,환경행정 지원,기금운영비(한강수계관리기금),징수비용보전,2017,7819000000.0
