,소관,회계,계정,분야,부문,프로그램,단위사업,세부사업,연도,최종예산
0,환경부,일반회계,,환경,환경일반,회계간거래(전출금),회계간전출,환경개선특별회계 전출금(일반회계에서환특으로),2016,3818347000000.0
1,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),물환경정책국기본경비(총액인건비대상),2016,118000000.0
2,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경친화적경제사회기반조성,글로벌 환경기술검증기반 구축,2016,1242000000.0
3,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경친화적경제사회기반조성,환경오염 피해 구제제도 개선,2016,6000000000.0
4,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),기후대기정책관실기본경비(총액인건비대상),2016,70000000.0
5,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경산업 및 친환경제품보급기반구축,중소환경기업 사업화 지원사업,2016,4019000000.0
6,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,국제환경협력,한국-UNEP 녹색경제이행지원사업(ODA),2016,930000000.0
7,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,수계관리 및 4대강 감시,새만금환경감시대운영,2016,190000000.0
8,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),자연보전국기본경비(총액인건비대상),2016,134000000.0
9,환경부,환경개선특별회계,,환경,환경일반,회계간거래(전출금),회계간전출,지역발전특별회계 전출금(경제발전계정),2016,21754000000.0
10,환경부,환경개선특별회계,,환경,환경일반,회계간거래(전출금),회계간전출,지역발전특별회계 전출금(생활기반계정),2016,315393000000.0
11,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,인건비(과학원),인건비(R&D),2016,21077744000.0
12,환경부,환경개선특별회계,,환경,환경일반,회계기금간거래(예수원금상환),예수원금상환(공자기금),공자기금예수금원금상환(총괄계정),2016,19169000000.0
13,환경부,환경개선특별회계,,환경,상하수도・수질,상하수 및 토양지하수 관리,식수원 개발 관리,물산업클러스터 조성,2016,98585000000.0
14,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,인건비(소속기관),인건비(유역지방청),2016,43653687000.0
15,환경부,환경개선특별회계,,환경,상하수도・수질,상하수 및 토양지하수 관리,하수관거정비,하수관거정비,2016,818042000000.0
16,환경부,환경개선특별회계,,환경,상하수도・수질,상하수 및 토양지하수 관리,하수관거정비,도시침수대응,2016,202543000000.0
17,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경정책 및 연구정보화,환경연구정보화기반구축(정보화),2016,448000000.0
18,환경부,환경개선특별회계,,환경,상하수도・수질,수질보전 및 관리,수질개선기반구축,조류감시 및 제거 활용기술개발 및 실증화(R&D),2016,4892000000.0
19,환경부,환경개선특별회계,,환경,폐기물,자원순환기반 구축,재활용 및 처리시설 설치,폐기물 직매립 제로화 사업,2016,640000000.0
20,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경정책 및 연구정보화,화학물질정보통합시스템구축(정보화),2016,1687000000.0
21,환경부,환경개선특별회계,,환경,폐기물,자원순환기반 구축,재활용 및 처리시설 설치,재활용 및 업사이클센터 설치사업,2016,3870000000.0
22,환경부,환경개선특별회계,,환경,폐기물,자원순환기반 구축,재활용 및 처리시설 설치,분리배출 취약지역 배출환경 개선사업,2016,16382000000.0
23,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경정책 및 연구정보화,국가환경산업기술정보시스템구축운영(정보화),2016,1258000000.0
24,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생태계보전,생태계보전협력금반환금,2016,7100000000.0
25,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생태계보전,국립야생동물보건연구원 건립,2016,5644000000.0
26,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생태계보전,국립낙동강생물자원관 출연,2016,19223000000.0
27,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,수입대체경비,수탁과제수입대체경비(R&D),2016,90000000.0
28,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생태계보전,지질공원제도 구축 및 운영,2016,1436000000.0
29,환경부,환경개선특별회계,,환경,폐기물,자원순환기반 구축,폐기물처리 정보화,폐기물거래시스템 구축・운영(정보화),2016,405000000.0
30,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생태계보전,자연보전국제협력(ODA),2016,2233000000.0
31,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",자연자원의 보전 및 현명한 이용,생태관광자원 이용기반,2016,22100000000.0
32,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),자원순환국기본경비,2016,248000000.0
33,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경산업 및 친환경제품보급기반구축,환경산업 실증연구단지 조성,2016,73436000000.0
34,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경보건정책 추진,생활공감환경보건기술(R&D),2016,14841000000.0
35,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,유해화학물질 관리,화학물질관리체계 선진화,2016,15455000000.0
36,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),상하수도정책관실기본경비,2016,303000000.0
37,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,유해화학물질 관리,잔류성유기오염물질종합관리,2016,4460000000.0
38,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,유해화학물질 관리,화학물질관리국제협력(ODA),2016,365000000.0
39,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),물환경정책국기본경비,2016,257000000.0
40,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,국제환경협력,기후변화대응국제협력강화,2016,2176000000.0
41,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,국제환경협력,지구환경금융부담금(ODA),2016,2089000000.0
42,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),기후대기정책관실기본경비,2016,231000000.0
43,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,국제환경협력,녹색성장에관한서울이니셔티브추진,2016,2507000000.0
44,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,국제환경협력,기후변화대응국제협력(ODA),2016,865000000.0
45,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,국제환경협력,UN산하 국제기구 분담금(ODA),2016,755000000.0
46,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),자연보전국기본경비,2016,206000000.0
47,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경시험연구,환경위성탑재체개발(R&D),2016,21571000000.0
48,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,행정효율성 증진 및 능력개발,뉴미디어 홍보시스템 구축,2016,2155000000.0
49,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),국제협력관실기본경비(총액인건비대상),2016,33000000.0
50,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,수계관리 및 4대강 감시,대구환경감시대운영,2016,153000000.0
51,환경부,환경개선특별회계,,환경,상하수도・수질,상하수 및 토양지하수 관리,식수원 개발 관리,평창동계올림픽급수체계 구축,2016,13500000000.0
52,환경부,환경개선특별회계,,환경,상하수도・수질,상하수 및 토양지하수 관리,상하수도 및 토양지하수,CO2 저장 환경관리기술 개발,2016,3072000000.0
53,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),자원순환국기본경비(총액인건비대상),2016,94000000.0
54,환경부,환경개선특별회계,,환경,폐기물,자원순환사회 형성 촉진,자원순환 기술개발(R&D),폐자원에너지화 기술개발(R&D),2016,14644000000.0
55,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),상하수도정책관실기본경비(총액인건비대상),2016,84000000.0
56,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,국제환경협력,국제환경협력및지구보전,2016,1396000000.0
57,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,국제환경협력,OECD및유럽 환경협력(ODA),2016,224000000.0
58,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,국제환경협력,환경무역대응대책추진,2016,691000000.0
59,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생태계보전,야생동식물보호 및 관리,2016,21715000000.0
60,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,청사확보 및 시설개선,화학물질안전 교육훈련장 운영기반 조성,2016,5000000000.0
61,환경부,환경개선특별회계,,환경,상하수도・수질,상하수 및 토양지하수 관리,하수처리시설 확충,하수도시설 악취개선,2016,2500000000.0
62,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생태계보전,국토생태네트워크구축,2016,18965000000.0
63,환경부,환경개선특별회계,,환경,상하수도・수질,상하수 및 토양지하수 관리,하수도차입금상환,하수도융자원리금상환,2016,43595000000.0
64,환경부,환경개선특별회계,,환경,상하수도・수질,수질보전 및 관리,수질개선기반구축,공공수역 녹조발생 대응,2016,5209000000.0
65,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생태계보전,자연보전단체,2016,447000000.0
66,환경부,환경개선특별회계,,환경,폐기물,자원순환기반 구축,폐기물의 안정적 처리,재활용환경성평가 관리체계 구축,2016,1535000000.0
67,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,유해화학물질 관리,화학사고 사전예방 제도 운영,2016,911000000.0
68,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생태계보전,생태경관보전지역 및 특정도서 관리,2016,9273000000.0
69,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,유해화학물질 관리,화학안전 체계개선 사업,2016,800000000.0
70,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,국제환경협력,아시아 환경보전 협력,2016,497000000.0
71,환경부,환경개선특별회계,,환경,대기,기후변화대응 및 대기보전,대기오염물질 관리(환특),악취취약지역및시설관리대책,2016,1677000000.0
72,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경시험연구,국립환경과학원연구사업(R&D),2016,37417000000.0
73,환경부,환경개선특별회계,,환경,대기,기후변화대응 및 대기보전,저공해자동차 보급,천연가스자동차보급,2016,15276000000.0
74,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경시험연구,국가환경위성센터건립및운영(R&D),2016,2977000000.0
75,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),환경정책실기본경비(총액인건비대상),2016,89000000.0
76,환경부,환경개선특별회계,,환경,대기,기후변화대응 및 대기보전,대기오염물질 관리(환특),대기오염측정망 구축 운영,2016,22131000000.0
77,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),환경보건정책관실기본경비(총액인건비대상),2016,59000000.0
78,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),환경정책실기본경비,2016,665000000.0
79,환경부,환경개선특별회계,,환경,대기,기후변화대응 및 대기보전,대기오염물질 관리(환특),굴뚝원격감시체계구축,2016,7226000000.0
80,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),환경보건정책관실기본경비,2016,130000000.0
81,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,청사확보 및 시설개선,환경 청・관사 관리,2016,11060000000.0
82,환경부,환경개선특별회계,,환경,폐기물,자원순환사회 형성 촉진,자원순환정책지원,폐기물감량정책추진,2016,1958000000.0
83,환경부,환경개선특별회계,,환경,폐기물,자원순환사회 형성 촉진,자원순환정책지원,민간자원순환활동촉진,2016,523000000.0
84,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,수입대체경비(화학물질안전원),화학물질 안전교육 수입대체경비,2016,168000000.0
85,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,국제환경협력,생물다양성 과학기술협력 증진,2016,1140000000.0
86,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경기술개발(환특),환경기술 수요발굴 성과활용(R&D),2016,3000000000.0
87,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",국립공원,국립공원관리공단출연,2016,94922000000.0
88,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",자연자원의 보전 및 현명한 이용,야생생물자원 이용기반 구축,2016,813000000.0
89,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경친화적경제사회기반조성,환경오염시설 허가체계 선진화사업,2016,2950000000.0
90,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,유해화학물질 관리,유해화학물질 테러・사고대비,2016,7714000000.0
91,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경기술개발(환특),글로벌탑환경기술개발사업(R&D),2016,62952000000.0
92,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경기술개발(환특),환경산업선진화기술개발사업(R&D),2016,25900000000.0
93,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경보건정책 추진,어린이 건강보호 종합대책 추진사업,2016,8000000000.0
94,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경기술개발(환특),환경정책기반공공기술개발사업(R&D),2016,23604000000.0
95,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경산업 및 친환경제품보급기반구축,환경산업육성 지원인력 인프라 구축,2016,1784000000.0
96,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경보건정책 추진,환경성질환 예방 및 사후관리사업,2016,5851000000.0
97,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경보건정책 추진,가습기살균제 피해자 지원,2016,1104000000.0
98,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,유해화학물질 관리,"화학물질 취급 안전관리, 지원",2016,7811000000.0
99,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경보건정책 추진,환경보건기반 강화 협력,2016,5183000000.0
100,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),국제협력관실기본경비,2016,34000000.0
101,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경산업 및 친환경제품보급기반구축,환경산업수출기반육성지원,2016,15988000000.0
102,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,인건비(책임운영기관),인건비(국립생물자원관),2016,7503503000.0
103,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,환경오염 감시제도 운영,환경오염 감시제도 운영,2016,486000000.0
104,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경친화적경제사회기반조성,친환경생활 선도사업 지원,2016,1509000000.0
105,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(소속기관),화학물질안전원기본경비(총액인건비대상),2016,255000000.0
106,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(소속기관),화학물질안전원기본경비,2016,490000000.0
107,환경부,환경개선특별회계,,환경,상하수도・수질,상하수 및 토양지하수 관리,하수관거정비,노후 하수관로 정밀지원 조사,2016,27640000000.0
108,환경부,환경개선특별회계,,환경,폐기물,자원순환기반 구축,폐기물의 안정적 처리,"생활폐기물 수집,운반차량 선진화",2016,1300000000.0
109,환경부,환경개선특별회계,,환경,대기,기후변화대응 및 대기보전,대기오염물질 관리(환특),한-중 공동 미세먼지 저감 환경기술 실증 협력사업,2016,10000000000.0
110,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",자연보전 정보화,국토환경정보화기반구축(정보화),2016,3556000000.0
111,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생물자원 전시 및 연구,환경생물산업 소재 발굴,2016,3178000000.0
112,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경기술개발(환특),화학사고 대응 환경기술 개발사업(R&D),2016,10200000000.0
113,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",국립공원,국립공원사업,2016,140703000000.0
114,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,인건비(본부),인건비,2016,56252297000.0
115,환경부,환경개선특별회계,,환경,폐기물,자원순환기반 구축,폐기물의 안정적 처리,농촌폐비닐처리사업,2016,6056000000.0
116,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생태계보전,나고야의정서 대응(생물주권 확보),2016,1660000000.0
117,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(소속기관),분쟁조정위기본경비(총액인건비대상),2016,63000000.0
118,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,생활환경관리,석면관리 종합대책,2016,35296000000.0
119,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경인력개발,환경측정분석사 제도운영,2016,3213000000.0
120,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,수계관리 및 4대강 감시,한강환경감시대운영,2016,829000000.0
121,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),기관운영기본경비,2016,3397000000.0
122,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),생물자원관기본경비,2016,143000000.0
123,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,수계관리 및 4대강 감시,한강청수계관리,2016,132000000.0
124,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),기관운영기본경비(총액인건비대상),2016,2785000000.0
125,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(본부),생물자원관기본경비(총액인건비대상),2016,175000000.0
126,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,법정경비,세입징수비용교부금,2016,113700000000.0
127,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,행정효율성 증진 및 능력개발,환경행정변화관리,2016,852000000.0
128,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,행정효율성 증진 및 능력개발,환경부 민원 콜센터 구축,2016,275000000.0
129,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,법정경비,건강보험부담금,2016,3989000000.0
130,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,전산운영경비(과학원),과학원 전산운영(R&D),2016,815000000.0
131,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,환경정보화,환경분쟁조정정보화시스템운영(정보화),2016,53000000.0
132,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,환경분쟁조정활성화,환경피해평가방법 및 배상기준표준화,2016,480000000.0
133,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,전산운영경비,전산운영경비,2016,2826000000.0
134,환경부,환경개선특별회계,,환경,상하수도・수질,상하수 및 토양지하수 관리,하수처리시설 확충,하수처리수재이용사업,2016,22353000000.0
135,환경부,환경개선특별회계,,환경,상하수도・수질,상하수 및 토양지하수 관리,하수관거정비,하수관거정비BTL사업임대료지급,2016,356239000000.0
136,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,환경정보화,환경정보화기반구축(정보화),2016,2692000000.0
137,환경부,환경개선특별회계,,환경,상하수도・수질,수질보전 및 관리,기타 오염원 관리,하천하구 쓰레기 정화사업,2016,10415000000.0
138,환경부,환경개선특별회계,,환경,상하수도・수질,수질보전 및 관리,수질개선기반구축,수질 및 수생태계 측정조사,2016,34471000000.0
139,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,환경정보화,환경행정 정보서비스 구축(정보화),2016,2383000000.0
140,환경부,환경개선특별회계,,환경,대기,기후변화대응 및 대기보전,수도권 및 수도권외 대기개선,수도권 및 수도권외 대기개선 추진대책,2016,114015000000.0
141,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생물자원 전시 및 연구,국립생물자원관운영,2016,7329000000.0
142,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(과학원),과학원기본경비(R&D),2016,961000000.0
143,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,수계관리 및 4대강 감시,낙동강청수계관리,2016,131000000.0
144,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경기술개발(환특),환경융합신기술개발(R&D),2016,2600000000.0
145,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,수계관리 및 4대강 감시,낙동강환경감시대운영,2016,245000000.0
146,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,수계관리 및 4대강 감시,금강환경감시대운영,2016,184000000.0
147,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(소속기관),인력개발원기본경비,2016,99000000.0
148,환경부,환경개선특별회계,,환경,상하수도・수질,수질보전 및 관리,산업폐수 관리,공단폐수처리시설,2016,155442000000.0
149,환경부,환경개선특별회계,,환경,폐기물,자원순환기반 구축,폐기물처리 정보화,폐기물부담금부과관리시스템구축(정보화),2016,1489000000.0
150,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(소속기관),공익근무요원운영(총액인건비대상),2016,46000000.0
151,환경부,환경개선특별회계,,환경,대기,기후변화대응 및 대기보전,저공해자동차 보급,천연가스자동차보급 기타 민간융자금(융자),2016,4900000000.0
152,환경부,환경개선특별회계,,환경,대기,기후변화대응 및 대기보전,자동차배출가스 관리,자동차연료환경성평가,2016,565000000.0
153,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(소속기관),인력개발원기본경비(총액인건비대상),2016,40000000.0
154,환경부,환경개선특별회계,,환경,대기,기후변화대응 및 대기보전,대기오염물질 관리(환특),대기유해물질관리,2016,3962000000.0
155,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",국토환경관리,국토환경관리,2016,2406000000.0
156,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,인건비(소속기관),인건비(인력개발원),2016,1901577000.0
157,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생물자원 보전,생물자원보전 종합대책,2016,8051000000.0
158,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생물자원 전시 및 연구,생물자원발굴 및 분류 연구(R&D),2016,13965000000.0
159,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경교육수입대체경비,환경교육수입대체경비,2016,298000000.0
160,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생물자원 전시 및 연구,교육프로그램 개발 및 운영,2016,255000000.0
161,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생물자원 전시 및 연구,전시관 운영 및 기획/특별전시,2016,1175000000.0
162,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생물자원 전시 및 연구,고유생물주권확보,2016,2659000000.0
163,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경인력개발,교육훈련경비,2016,2143000000.0
164,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생물자원 전시 및 연구,야생생물 유전자원 활용지원기반 구축,2016,3007000000.0
165,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생물자원 전시 및 연구,한반도 생물다양성 보전관리 기반구축,2016,648000000.0
166,환경부,환경개선특별회계,,환경,환경일반,회계기금간거래(전출금),공공기금 전출,공무원연금부담금,2016,14811000000.0
167,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,수계관리 및 4대강 감시,새만금청수계관리,2016,145000000.0
168,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,수계관리 및 4대강 감시,원주청수계관리,2016,576000000.0
169,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,수계관리 및 4대강 감시,대구청수계관리,2016,225000000.0
170,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,수계관리 및 4대강 감시,영산강환경감시대운영,2016,215000000.0
171,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,수계관리 및 4대강 감시,영산강청수계관리,2016,193000000.0
172,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,수계관리 및 4대강 감시,금강청수계관리,2016,128000000.0
173,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경산업 및 친환경제품보급기반구축,환경산업육성융자(융자),2016,1712000000.0
174,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,생활환경관리,생활공해관리,2016,9702000000.0
175,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(과학원),공익근무요원운영(R&D),2016,14000000.0
176,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경기술개발(환특),미래유망녹색환경기술산업화촉진(R&D),2016,4254000000.0
177,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경산업 및 친환경제품보급기반구축,친환경제품보급촉진 및 환경표지제도 운영,2016,4157000000.0
178,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(소속기관),새만금청기본경비(총액인건비대상),2016,168000000.0
179,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경산업 및 친환경제품보급기반구축,환경개선자금(융자),2016,2404000000.0
180,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,행정효율성 증진 및 능력개발,사회서비스분야 인력경비,2016,397000000.0
181,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(소속기관),원주청기본경비(총액인건비대상),2016,171000000.0
182,환경부,환경개선특별회계,,환경,상하수도・수질,상하수 및 토양지하수 관리,토양 지하수 관리,토양환경보전대책,2016,14934000000.0
183,환경부,환경개선특별회계,,환경,상하수도・수질,상하수 및 토양지하수 관리,토양 지하수 관리,군사기지환경관리및정화사업,2016,7733000000.0
184,환경부,환경개선특별회계,,환경,폐기물,자원순환기반 구축,폐기물처리 정보화,RFID기반음식물쓰레기관리체계구축(정보화),2016,1238000000.0
185,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(소속기관),대구청기본경비(총액인건비대상),2016,232000000.0
186,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생태계보전,환경지킴이,2016,26224000000.0
187,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(소속기관),온실가스종합정보센터(총액인건비대상),2016,171000000.0
188,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(소속기관),영산강청기본경비(총액인건비대상),2016,296000000.0
189,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(소속기관),온실가스종합정보센터,2016,572000000.0
190,환경부,환경개선특별회계,,환경,환경일반,회계기금간거래(예수이자상환),예수이자상환(공자기금),공자기금예수금이자상환(총괄계정),2016,5893000000.0
191,환경부,환경개선특별회계,,환경,환경일반,회계기금간거래(전출금),공공기금 전출,석면피해구제기금 전출,2016,3000000000.0
192,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(소속기관),금강청기본경비(총액인건비대상),2016,251000000.0
193,환경부,환경개선특별회계,,환경,폐기물,자원순환기반 구축,폐기물의 안정적 처리,유해폐기물처리및대집행,2016,1445000000.0
194,환경부,환경개선특별회계,,환경,폐기물,자원순환기반 구축,폐기물의 안정적 처리,바젤협약분담금(ODA),2016,133000000.0
195,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(소속기관),낙동강청기본경비(총액인건비대상),2016,273000000.0
196,환경부,환경개선특별회계,,환경,폐기물,자원순환기반 구축,폐기물처리 정보화,폐기물관리시스템 구축운영(정보화),2016,3601000000.0
197,환경부,환경개선특별회계,,환경,폐기물,자원순환기반 구축,폐기물의 안정적 처리,공동집하장 확충 지원,2016,1425000000.0
198,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(소속기관),한강청기본경비(총액인건비대상),2016,332000000.0
199,환경부,환경개선특별회계,,환경,대기,기후변화대응 및 대기보전,기후변화협약대응,기후변화대응환경기술개발(R&D),2016,8600000000.0
200,환경부,환경개선특별회계,,환경,자연,"자연환경, 생물자원 보전",생태계보전,자연환경 국제보호 관리,2016,176000000.0
201,환경부,환경개선특별회계,,환경,환경일반,환경행정 지원,기본경비(소속기관),수도권청기본경비(총액인건비대상),2016,163000000.0
202,환경부,환경개선특별회계,,환경,환경일반,환경보전기반육성,환경정책연구개발,환경정책연구개발사업(R&D),2016,1950000000.0
